,0,1,2
1390,7788,89,3071
1391,3306,46,2732
1392,1523,91,2632
1393,4172,88,2855
1394,502,92,2573
1395,5519,129,2931
1396,7328,85,3035
1397,2058,45,2661
1398,7913,59,3073
1399,6242,13,2972
1400,2911,38,2706
1401,18,77,2499
1402,2704,54,2696
1403,3042,12,2714
1404,1333,91,2631
1405,8371,113,3115
1406,6624,117,2992
1407,7605,88,3060
1408,5433,130,2928
1409,5677,121,2939
1410,2238,45,2673
1411,1357,113,2621
1412,1650,49,2639
1413,4934,102,2894
1414,6050,123,2961
1415,2598,5,2740
1416,1114,92,2658
1417,3134,3,2771
1418,6742,52,3050
1419,6619,64,3046
1420,6998,70,3066
1421,2038,101,2714
1422,4621,26,2928
1423,94,26,2574
1424,8060,126,3138
1425,5244,5,2969
1426,6590,50,3043
1427,6815,68,3053
1428,2173,55,2717
1429,2975,40,2764
1430,3242,115,2776
1431,6554,48,3046
1432,8240,28,3152
1433,239,59,2598
1434,7208,32,3077
1435,2047,14,2708
1436,2693,1,2745
1437,3611,68,2828
1438,8304,101,3156
1439,8156,14,3141
1440,2582,95,2740
1441,4427,101,2912
1442,731,115,2640
1443,8071,130,3143
1444,998,9,2658
1445,7650,92,3103
1446,8359,66,3166
1447,4694,70,2934
1448,7709,95,3108
1449,2440,59,2733
1450,4981,44,2956
1451,1193,128,2667
1452,6957,14,3066
1453,1087,91,2658
1454,5373,23,3023
1455,8569,70,3247
1456,8136,1,3189
1457,3799,79,2916
1458,78,122,2619
1459,4476,14,2966
1460,5140,5,3012
1461,7295,45,3133
1462,1283,56,2718
1463,1558,27,2732
1464,5483,50,3031
1465,5443,56,3026
1466,2816,27,2801
1467,5483,91,3032
1468,2034,55,2759
1469,8332,48,3211
1470,3114,59,2820
1471,3204,45,2827
1472,4030,54,2934
1473,3462,62,2852
1474,8542,89,3247
1475,7560,91,3151
1476,4627,129,2988
1477,8777,91,3289
1478,7444,34,3141
1479,5740,40,3049
1480,411,50,2667
1481,2113,80,2766
1482,6450,101,3089
1483,3757,1,2905
1484,1487,14,2731
1485,2684,105,2797
1486,7228,29,3126
1487,1634,45,2739
1488,5844,5,3056
1489,434,130,2670
1490,1381,52,2775
1491,1194,34,2766
1492,6496,70,3136
1493,7333,91,3183
1494,5286,89,3071
1495,2094,127,2817
1496,6301,91,3125
1497,2162,97,2824
1498,295,130,2713
1499,4300,50,3018
1500,753,18,2742
1501,860,92,2753
1502,2944,34,2862
1503,8301,88,3261
1504,7286,5,3189
1505,8529,13,3292
1506,1106,32,2767
1507,1551,89,2787
1508,6918,68,3165
1509,484,59,2732
1510,5149,130,3067
1511,865,88,2754
1512,2071,10,2814
1513,5665,105,3089
1514,6069,91,3117
1515,1882,128,2805
1516,2196,30,2816
1517,317,27,2705
1518,543,48,2772
1519,5148,115,3108
1520,8623,70,3353
1521,7210,52,3229
1522,5645,97,3140
1523,5049,130,3102
1524,8399,68,3321
1525,3680,70,2993
1526,8804,59,3392
1527,3998,40,3033
1528,2093,68,2862
1529,3651,27,2992
1530,943,51,2805
1531,3483,50,2966
1532,7430,13,3242
1533,5351,92,3137
1534,6174,70,3169
1535,4757,130,3086
1536,2249,32,2869
1537,7872,32,3269
1538,5851,97,3148
1539,597,45,2786
1540,2769,89,2901
1541,1109,88,2814
1542,1170,46,2820
1543,994,88,2809
1544,610,1,2784
1545,2015,45,2859
1546,3206,63,2929
1547,8235,45,3300
1548,6231,59,3173
1549,3019,13,2916
1550,8006,22,3277
1551,7962,91,3282
1552,193,115,2793
1553,3968,115,3081
1554,4970,133,3146
1555,7181,5,3276
1556,1755,3,2898
1557,845,14,2846
1558,969,68,2853
1559,4088,88,3090
1560,4138,59,3096
1561,177,115,2793
1562,3501,48,3012
1563,3325,81,2986
1564,37,34,2763
1565,1383,46,2879
1566,7130,94,3280
1567,4438,5,3124
1568,2351,14,2925
1569,698,21,2836
1570,6350,89,3227
1571,7299,46,3289
1572,2832,92,2960
1573,2141,14,2915
1574,7483,70,3300
1575,4645,22,3128
1576,1809,88,2897
1577,7147,45,3274
1578,346,13,2815
1579,3147,123,2972
1580,2336,129,2931
1581,7368,7,3292
1582,8313,51,3362
1583,3629,45,3031
1584,4736,3,3138
1585,5096,11,3158
1586,4417,45,3112
1587,3514,101,3063
1588,7270,26,3328
1589,5154,27,3209
1590,4329,34,3158
1591,3089,1,3024
1592,8266,3,3412
1593,6530,14,3288
1594,653,130,2888
1595,5021,97,3205
1596,3414,70,3059
1597,178,14,2842
1598,5253,40,3214
1599,6314,68,3283
1600,6676,22,3300
1601,7814,91,3371
1602,1775,27,2953
1603,2259,59,2974
1604,5423,68,3223
1605,7993,9,3376
1606,6857,82,3311
1607,2619,87,2991
1608,6104,64,3267
1609,3970,89,3134
1610,5675,35,3239
1611,7326,128,3333
1612,6625,30,3299
1613,7280,88,3334
1614,7349,117,3335
1615,6079,31,3266
1616,5963,122,3254
1617,3602,14,3086
1618,3498,123,3059
1619,1161,11,2915
1620,3214,10,3074
1621,4047,63,3188
1622,2592,92,3039
1623,7565,68,3399
1624,1666,29,2988
1625,1966,39,3010
1626,1570,101,2986
1627,7409,130,3388
1628,4249,70,3209
1629,5576,59,3282
1630,2829,97,3054
1631,7225,22,3383
1632,2411,132,3036
1633,4388,81,3210
1634,2731,92,3050
1635,5254,14,3264
1636,4237,27,3204
1637,1684,130,2990
1638,6171,14,3320
1639,867,67,2952
1640,4681,40,3231
1641,8338,94,3464
1642,3195,97,3072
1643,120,27,2888
1644,1019,59,2956
1645,8367,92,3468
1646,6502,27,3339
1647,3087,11,3072
1648,3630,14,3136
1649,6715,51,3352
1650,5101,26,3256
1651,1257,32,2970
1652,2321,32,3027
1653,2664,45,3046
1654,7905,52,3472
1655,5753,97,3346
1656,7221,101,3430
1657,10,27,2889
1658,7678,92,3458
1659,4253,92,3251
1660,4800,34,3287
1661,2311,45,3074
1662,5958,81,3359
1663,5001,29,3305
1664,3027,50,3120
1665,6620,59,3402
1666,5450,92,3325
1667,4740,62,3283
1668,1830,5,3050
1669,4783,88,3289
1670,2176,82,3071
1671,2585,21,3094
1672,3316,88,3136
1673,1027,14,3011
1674,6328,45,3380
1675,2706,129,3098
1676,2599,34,3089
1677,946,12,3001
1678,932,43,3001
1679,1084,45,3008
1680,212,40,2945
1681,7690,53,3456
1682,7920,97,3474
1683,8058,22,3483
1684,4936,49,3296
1685,7827,48,3517
1686,504,115,3021
1687,3750,41,3258
1688,7805,5,3515
1689,4484,38,3318
1690,3817,115,3266
1691,8500,14,3589
1692,745,48,3046
1693,6597,86,3443
1694,4201,91,3300
1695,6989,118,3469
1696,8688,123,3617
1697,6274,40,3428
1698,74,34,2975
1699,8110,13,3542
1700,6323,97,3428
1701,497,46,3028
1702,8470,88,3581
1703,5882,14,3399
1704,6251,68,3420
1705,6989,91,3464
1706,6860,123,3456
1707,4440,1,3314
1708,8500,129,3586
1709,1358,107,3072
1710,3511,51,3210
1711,6347,125,3433
1712,8173,85,3543
1713,476,92,3020
1714,2283,35,3125
1715,888,128,3051
1716,6545,32,3442
1717,3599,70,3225
